asof_day,source,segment_type,segment_key,population,ranked_rows
2025-08-28,x,narrative,consumer,1,1
2025-08-28,x,narrative,crypto,4,4
2025-08-28,x,narrative,ev,4,4
2025-08-28,x,narrative,semis,4,4
2025-08-28,x,narrative,software,1,1
2025-08-29,x,horizon,180D,8,8
2025-08-29,x,horizon,1D,53,53
2025-08-29,x,horizon,20D,22,22
2025-08-29,x,horizon,5D,42,42
2025-08-29,x,horizon,60D,6,6
2025-08-29,x,horizon,90D,7,7
2025-08-29,x,investor_type,flow_momentum,14,14
2025-08-29,x,investor_type,fundamental,13,13
2025-08-29,x,investor_type,technical,14,14
2025-08-29,x,narrative,ai_infra,2,2
2025-08-29,x,narrative,consumer,1,1
2025-08-29,x,narrative,crypto,4,4
2025-08-29,x,narrative,ev,4,4
2025-08-29,x,narrative,semis,4,4
2025-08-29,x,narrative,software,1,1
2025-08-30,x,horizon,180D,8,8
2025-08-30,x,horizon,1D,53,53
2025-08-30,x,horizon,20D,24,24
2025-08-30,x,horizon,5D,42,42
2025-08-30,x,horizon,60D,6,6
2025-08-30,x,horizon,90D,7,7
2025-08-30,x,investor_type,flow_momentum,14,14
2025-08-30,x,investor_type,fundamental,13,13
2025-08-30,x,investor_type,technical,14,14
2025-08-30,x,narrative,ai_infra,2,2
2025-08-30,x,narrative,consumer,1,1
2025-08-30,x,narrative,crypto,4,4
2025-08-30,x,narrative,ev,4,4
2025-08-30,x,narrative,semis,4,4
2025-08-30,x,narrative,software,1,1
2025-08-31,x,horizon,180D,8,8
2025-08-31,x,horizon,1D,53,53
2025-08-31,x,horizon,20D,24,24
2025-08-31,x,horizon,5D,42,42
2025-08-31,x,horizon,60D,6,6
2025-08-31,x,horizon,90D,7,7
2025-08-31,x,investor_type,flow_momentum,14,14
2025-08-31,x,investor_type,fundamental,13,13
2025-08-31,x,investor_type,technical,14,14
2025-08-31,x,narrative,ai_infra,2,2
2025-08-31,x,narrative,consumer,1,1
2025-08-31,x,narrative,crypto,4,4
2025-08-31,x,narrative,ev,4,4
2025-08-31,x,narrative,semis,4,4
2025-08-31,x,narrative,software,1,1
2025-09-01,x,horizon,180D,8,8
2025-09-01,x,horizon,1D,53,53
2025-09-01,x,horizon,20D,24,24
2025-09-01,x,horizon,5D,42,42
2025-09-01,x,horizon,60D,6,6
2025-09-01,x,horizon,90D,7,7
2025-09-01,x,investor_type,flow_momentum,14,14
2025-09-01,x,investor_type,fundamental,13,13
2025-09-01,x,investor_type,technical,14,14
2025-09-01,x,narrative,ai_infra,2,2
2025-09-01,x,narrative,consumer,1,1
2025-09-01,x,narrative,crypto,4,4
2025-09-01,x,narrative,ev,4,4
2025-09-01,x,narrative,semis,4,4
2025-09-01,x,narrative,software,1,1
2025-09-02,x,horizon,180D,8,8
2025-09-02,x,horizon,1D,53,53
2025-09-02,x,horizon,20D,24,24
2025-09-02,x,horizon,5D,42,42
2025-09-02,x,horizon,60D,6,6
2025-09-02,x,horizon,90D,7,7
2025-09-02,x,investor_type,flow_momentum,14,14
2025-09-02,x,investor_type,fundamental,13,13
2025-09-02,x,investor_type,technical,14,14
2025-09-02,x,narrative,ai_infra,2,2
2025-09-02,x,narrative,consumer,1,1
2025-09-02,x,narrative,crypto,4,4
2025-09-02,x,narrative,ev,4,4
2025-09-02,x,narrative,semis,4,4
2025-09-02,x,narrative,software,1,1
2025-09-03,x,horizon,180D,8,8
2025-09-03,x,horizon,1D,53,53
2025-09-03,x,horizon,20D,26,26
2025-09-03,x,horizon,5D,46,46
2025-09-03,x,horizon,60D,6,6
2025-09-03,x,horizon,90D,7,7
2025-09-03,x,investor_type,flow_momentum,14,14
2025-09-03,x,investor_type,fundamental,13,13
2025-09-03,x,investor_type,mixed,1,1
2025-09-03,x,investor_type,technical,14,14
2025-09-03,x,narrative,ai_infra,2,2
2025-09-03,x,narrative,consumer,2,2
2025-09-03,x,narrative,crypto,4,4
2025-09-03,x,narrative,ev,4,4
2025-09-03,x,narrative,semis,4,4
2025-09-03,x,narrative,software,1,1
2025-09-04,x,horizon,180D,9,9
2025-09-04,x,horizon,1D,54,54
2025-09-04,x,horizon,20D,27,27
2025-09-04,x,horizon,5D,48,48
2025-09-04,x,horizon,60D,7,7
2025-09-04,x,horizon,90D,8,8
2025-09-04,x,investor_type,flow_momentum,14,14
2025-09-04,x,investor_type,fundamental,13,13
2025-09-04,x,investor_type,mixed,1,1
2025-09-04,x,investor_type,technical,14,14
2025-09-04,x,narrative,ai_infra,2,2
2025-09-04,x,narrative,consumer,2,2
2025-09-04,x,narrative,crypto,4,4
2025-09-04,x,narrative,ev,4,4
2025-09-04,x,narrative,semis,4,4
2025-09-04,x,narrative,software,1,1
2025-09-05,x,horizon,180D,9,9
2025-09-05,x,horizon,1D,54,54
2025-09-05,x,horizon,20D,28,28
2025-09-05,x,horizon,5D,50,50
2025-09-05,x,horizon,60D,7,7
2025-09-05,x,horizon,90D,8,8
2025-09-05,x,investor_type,flow_momentum,15,15
2025-09-05,x,investor_type,fundamental,13,13
2025-09-05,x,investor_type,mixed,1,1
2025-09-05,x,investor_type,technical,14,14
2025-09-05,x,narrative,ai_infra,2,2
2025-09-05,x,narrative,consumer,2,2
2025-09-05,x,narrative,crypto,4,4
2025-09-05,x,narrative,ev,5,5
2025-09-05,x,narrative,semis,4,4
2025-09-05,x,narrative,software,1,1
2025-09-06,x,horizon,180D,10,10
2025-09-06,x,horizon,1D,55,55
2025-09-06,x,horizon,20D,29,29
2025-09-06,x,horizon,5D,50,50
2025-09-06,x,horizon,60D,7,7
2025-09-06,x,horizon,90D,9,9
2025-09-06,x,investor_type,flow_momentum,15,15
2025-09-06,x,investor_type,fundamental,13,13
2025-09-06,x,investor_type,mixed,1,1
2025-09-06,x,investor_type,technical,15,15
2025-09-06,x,narrative,ai_infra,2,2
2025-09-06,x,narrative,consumer,2,2
2025-09-06,x,narrative,crypto,4,4
2025-09-06,x,narrative,ev,5,5
2025-09-06,x,narrative,semis,4,4
2025-09-06,x,narrative,software,1,1
2025-09-07,x,horizon,180D,10,10
2025-09-07,x,horizon,1D,55,55
2025-09-07,x,horizon,20D,29,29
2025-09-07,x,horizon,5D,50,50
2025-09-07,x,horizon,60D,7,7
2025-09-07,x,horizon,90D,9,9
2025-09-07,x,investor_type,flow_momentum,15,15
2025-09-07,x,investor_type,fundamental,13,13
2025-09-07,x,investor_type,mixed,1,1
2025-09-07,x,investor_type,technical,15,15
2025-09-07,x,narrative,ai_infra,2,2
2025-09-07,x,narrative,consumer,2,2
2025-09-07,x,narrative,crypto,4,4
2025-09-07,x,narrative,ev,5,5
2025-09-07,x,narrative,semis,4,4
2025-09-07,x,narrative,software,1,1
2025-09-08,x,horizon,180D,10,10
2025-09-08,x,horizon,1D,55,55
2025-09-08,x,horizon,20D,29,29
2025-09-08,x,horizon,5D,50,50
2025-09-08,x,horizon,60D,7,7
2025-09-08,x,horizon,90D,9,9
2025-09-08,x,investor_type,flow_momentum,15,15
2025-09-08,x,investor_type,fundamental,13,13
2025-09-08,x,investor_type,mixed,1,1
2025-09-08,x,investor_type,technical,15,15
2025-09-08,x,narrative,ai_infra,2,2
2025-09-08,x,narrative,consumer,2,2
2025-09-08,x,narrative,crypto,4,4
2025-09-08,x,narrative,ev,5,5
2025-09-08,x,narrative,semis,4,4
2025-09-08,x,narrative,software,1,1
2025-09-09,x,horizon,180D,10,10
2025-09-09,x,horizon,1D,56,56
2025-09-09,x,horizon,20D,29,29
2025-09-09,x,horizon,5D,51,51
2025-09-09,x,horizon,60D,7,7
2025-09-09,x,horizon,90D,9,9
2025-09-09,x,investor_type,flow_momentum,16,16
2025-09-09,x,investor_type,fundamental,14,14
2025-09-09,x,investor_type,mixed,1,1
2025-09-09,x,investor_type,technical,15,15
2025-09-09,x,narrative,ai_infra,2,2
2025-09-09,x,narrative,consumer,2,2
2025-09-09,x,narrative,crypto,4,4
2025-09-09,x,narrative,ev,5,5
2025-09-09,x,narrative,fintech,1,1
2025-09-09,x,narrative,semis,5,5
2025-09-09,x,narrative,software,1,1
2025-09-10,x,horizon,180D,10,10
2025-09-10,x,horizon,1D,57,57
2025-09-10,x,horizon,20D,32,32
2025-09-10,x,horizon,5D,54,54
2025-09-10,x,horizon,60D,7,7
2025-09-10,x,horizon,90D,9,9
2025-09-10,x,investor_type,flow_momentum,19,19
2025-09-10,x,investor_type,fundamental,14,14
2025-09-10,x,investor_type,mixed,1,1
2025-09-10,x,investor_type,technical,16,16
2025-09-10,x,narrative,ai_infra,2,2
2025-09-10,x,narrative,consumer,2,2
2025-09-10,x,narrative,crypto,4,4
2025-09-10,x,narrative,ev,5,5
2025-09-10,x,narrative,fintech,1,1
2025-09-10,x,narrative,semis,5,5
2025-09-10,x,narrative,software,1,1
2025-09-11,x,horizon,180D,10,10
2025-09-11,x,horizon,1D,57,57
2025-09-11,x,horizon,20D,32,32
2025-09-11,x,horizon,5D,54,54
2025-09-11,x,horizon,60D,7,7
2025-09-11,x,horizon,90D,9,9
2025-09-11,x,investor_type,flow_momentum,19,19
2025-09-11,x,investor_type,fundamental,14,14
2025-09-11,x,investor_type,mixed,1,1
2025-09-11,x,investor_type,technical,16,16
2025-09-11,x,narrative,ai_infra,2,2
2025-09-11,x,narrative,consumer,2,2
2025-09-11,x,narrative,crypto,4,4
2025-09-11,x,narrative,ev,5,5
2025-09-11,x,narrative,fintech,1,1
2025-09-11,x,narrative,semis,5,5
2025-09-11,x,narrative,software,1,1
2025-09-12,x,horizon,180D,10,10
2025-09-12,x,horizon,1D,58,58
2025-09-12,x,horizon,20D,33,33
2025-09-12,x,horizon,5D,54,54
2025-09-12,x,horizon,60D,7,7
2025-09-12,x,horizon,90D,9,9
2025-09-12,x,investor_type,flow_momentum,20,20
2025-09-12,x,investor_type,fundamental,14,14
2025-09-12,x,investor_type,mixed,1,1
2025-09-12,x,investor_type,technical,18,18
2025-09-12,x,narrative,ai_infra,4,4
2025-09-12,x,narrative,consumer,2,2
2025-09-12,x,narrative,crypto,4,4
2025-09-12,x,narrative,ev,5,5
2025-09-12,x,narrative,fintech,1,1
2025-09-12,x,narrative,media,1,1
2025-09-12,x,narrative,semis,5,5
2025-09-12,x,narrative,software,1,1
2025-09-13,x,horizon,180D,10,10
2025-09-13,x,horizon,1D,59,59
2025-09-13,x,horizon,20D,35,35
2025-09-13,x,horizon,5D,55,55
2025-09-13,x,horizon,60D,7,7
2025-09-13,x,horizon,90D,9,9
2025-09-13,x,investor_type,flow_momentum,20,20
2025-09-13,x,investor_type,fundamental,14,14
2025-09-13,x,investor_type,mixed,1,1
2025-09-13,x,investor_type,technical,18,18
2025-09-13,x,narrative,ai_infra,5,5
2025-09-13,x,narrative,consumer,2,2
2025-09-13,x,narrative,crypto,4,4
2025-09-13,x,narrative,ev,5,5
2025-09-13,x,narrative,fintech,1,1
2025-09-13,x,narrative,media,1,1
2025-09-13,x,narrative,semis,5,5
2025-09-13,x,narrative,software,1,1
2025-09-14,x,horizon,180D,10,10
2025-09-14,x,horizon,1D,59,59
2025-09-14,x,horizon,20D,35,35
2025-09-14,x,horizon,5D,55,55
2025-09-14,x,horizon,60D,7,7
2025-09-14,x,horizon,90D,9,9
2025-09-14,x,investor_type,flow_momentum,20,20
2025-09-14,x,investor_type,fundamental,14,14
2025-09-14,x,investor_type,mixed,1,1
2025-09-14,x,investor_type,technical,18,18
2025-09-14,x,narrative,ai_infra,5,5
2025-09-14,x,narrative,consumer,2,2
2025-09-14,x,narrative,crypto,4,4
2025-09-14,x,narrative,ev,5,5
2025-09-14,x,narrative,fintech,1,1
2025-09-14,x,narrative,media,1,1
2025-09-14,x,narrative,semis,5,5
2025-09-14,x,narrative,software,1,1
2025-09-15,x,horizon,180D,10,10
2025-09-15,x,horizon,1D,59,59
2025-09-15,x,horizon,20D,35,35
2025-09-15,x,horizon,5D,55,55
2025-09-15,x,horizon,60D,7,7
2025-09-15,x,horizon,90D,9,9
2025-09-15,x,investor_type,flow_momentum,20,20
2025-09-15,x,investor_type,fundamental,14,14
2025-09-15,x,investor_type,mixed,1,1
2025-09-15,x,investor_type,technical,18,18
2025-09-15,x,narrative,ai_infra,5,5
2025-09-15,x,narrative,consumer,2,2
2025-09-15,x,narrative,crypto,4,4
2025-09-15,x,narrative,ev,5,5
2025-09-15,x,narrative,fintech,1,1
2025-09-15,x,narrative,media,1,1
2025-09-15,x,narrative,semis,5,5
2025-09-15,x,narrative,software,1,1
2025-09-16,x,horizon,180D,10,10
2025-09-16,x,horizon,1D,58,58
2025-09-16,x,horizon,20D,36,36
2025-09-16,x,horizon,5D,56,56
2025-09-16,x,horizon,60D,7,7
2025-09-16,x,horizon,90D,10,10
2025-09-16,x,investor_type,flow_momentum,21,21
2025-09-16,x,investor_type,fundamental,14,14
2025-09-16,x,investor_type,mixed,1,1
2025-09-16,x,investor_type,technical,18,18
2025-09-16,x,narrative,ai_infra,5,5
2025-09-16,x,narrative,consumer,2,2
2025-09-16,x,narrative,crypto,4,4
2025-09-16,x,narrative,ev,5,5
2025-09-16,x,narrative,fintech,1,1
2025-09-16,x,narrative,media,1,1
2025-09-16,x,narrative,semis,5,5
2025-09-16,x,narrative,software,1,1
2025-09-17,x,horizon,180D,10,10
2025-09-17,x,horizon,1D,60,60
2025-09-17,x,horizon,20D,37,37
2025-09-17,x,horizon,5D,57,57
2025-09-17,x,horizon,60D,7,7
2025-09-17,x,horizon,90D,10,10
2025-09-17,x,investor_type,flow_momentum,24,24
2025-09-17,x,investor_type,fundamental,14,14
2025-09-17,x,investor_type,mixed,1,1
2025-09-17,x,investor_type,technical,18,18
2025-09-17,x,narrative,ai_infra,5,5
2025-09-17,x,narrative,consumer,2,2
2025-09-17,x,narrative,crypto,4,4
2025-09-17,x,narrative,ev,5,5
2025-09-17,x,narrative,fintech,1,1
2025-09-17,x,narrative,media,1,1
2025-09-17,x,narrative,semis,5,5
2025-09-17,x,narrative,software,1,1
2025-09-18,x,horizon,180D,10,10
2025-09-18,x,horizon,1D,60,60
2025-09-18,x,horizon,20D,38,38
2025-09-18,x,horizon,5D,59,59
2025-09-18,x,horizon,60D,7,7
2025-09-18,x,horizon,90D,10,10
2025-09-18,x,investor_type,flow_momentum,24,24
2025-09-18,x,investor_type,fundamental,14,14
2025-09-18,x,investor_type,mixed,1,1
2025-09-18,x,investor_type,technical,18,18
2025-09-18,x,narrative,ai_infra,5,5
2025-09-18,x,narrative,consumer,2,2
2025-09-18,x,narrative,crypto,4,4
2025-09-18,x,narrative,ev,5,5
2025-09-18,x,narrative,fintech,1,1
2025-09-18,x,narrative,media,1,1
2025-09-18,x,narrative,semis,5,5
2025-09-18,x,narrative,software,1,1
2025-09-19,x,horizon,180D,11,11
2025-09-19,x,horizon,1D,61,61
2025-09-19,x,horizon,20D,38,38
2025-09-19,x,horizon,5D,59,59
2025-09-19,x,horizon,60D,8,8
2025-09-19,x,horizon,90D,11,11
2025-09-19,x,investor_type,flow_momentum,25,25
2025-09-19,x,investor_type,fundamental,14,14
2025-09-19,x,investor_type,mixed,1,1
2025-09-19,x,investor_type,technical,18,18
2025-09-19,x,narrative,ai_infra,5,5
2025-09-19,x,narrative,consumer,2,2
2025-09-19,x,narrative,crypto,4,4
2025-09-19,x,narrative,ev,5,5
2025-09-19,x,narrative,fintech,1,1
2025-09-19,x,narrative,media,1,1
2025-09-19,x,narrative,semis,5,5
2025-09-19,x,narrative,software,1,1
2025-09-20,x,horizon,180D,11,11
2025-09-20,x,horizon,1D,65,65
2025-09-20,x,horizon,20D,38,38
2025-09-20,x,horizon,5D,60,60
2025-09-20,x,horizon,60D,8,8
2025-09-20,x,horizon,90D,11,11
2025-09-20,x,investor_type,flow_momentum,26,26
2025-09-20,x,investor_type,fundamental,14,14
2025-09-20,x,investor_type,mixed,1,1
2025-09-20,x,investor_type,technical,18,18
2025-09-20,x,narrative,ai_infra,5,5
2025-09-20,x,narrative,consumer,2,2
2025-09-20,x,narrative,crypto,4,4
2025-09-20,x,narrative,ev,5,5
2025-09-20,x,narrative,fintech,1,1
2025-09-20,x,narrative,media,1,1
2025-09-20,x,narrative,semis,6,6
2025-09-20,x,narrative,software,1,1
2025-09-21,x,horizon,180D,11,11
2025-09-21,x,horizon,1D,65,65
2025-09-21,x,horizon,20D,38,38
2025-09-21,x,horizon,5D,60,60
2025-09-21,x,horizon,60D,8,8
2025-09-21,x,horizon,90D,11,11
2025-09-21,x,investor_type,flow_momentum,26,26
2025-09-21,x,investor_type,fundamental,14,14
2025-09-21,x,investor_type,mixed,1,1
2025-09-21,x,investor_type,technical,18,18
2025-09-21,x,narrative,ai_infra,5,5
2025-09-21,x,narrative,consumer,2,2
2025-09-21,x,narrative,crypto,4,4
2025-09-21,x,narrative,ev,5,5
2025-09-21,x,narrative,fintech,1,1
2025-09-21,x,narrative,media,1,1
2025-09-21,x,narrative,semis,6,6
2025-09-21,x,narrative,software,1,1
2025-09-22,x,horizon,180D,11,11
2025-09-22,x,horizon,1D,65,65
2025-09-22,x,horizon,20D,38,38
2025-09-22,x,horizon,5D,60,60
2025-09-22,x,horizon,60D,8,8
2025-09-22,x,horizon,90D,11,11
2025-09-22,x,investor_type,flow_momentum,26,26
2025-09-22,x,investor_type,fundamental,14,14
2025-09-22,x,investor_type,mixed,1,1
2025-09-22,x,investor_type,technical,18,18
2025-09-22,x,narrative,ai_infra,5,5
2025-09-22,x,narrative,consumer,2,2
2025-09-22,x,narrative,crypto,4,4
2025-09-22,x,narrative,ev,5,5
2025-09-22,x,narrative,fintech,1,1
2025-09-22,x,narrative,media,1,1
2025-09-22,x,narrative,semis,6,6
2025-09-22,x,narrative,software,1,1
2025-09-23,x,horizon,180D,11,11
2025-09-23,x,horizon,1D,68,68
2025-09-23,x,horizon,20D,39,39
2025-09-23,x,horizon,5D,61,61
2025-09-23,x,horizon,60D,10,10
2025-09-23,x,horizon,90D,11,11
2025-09-23,x,investor_type,flow_momentum,28,28
2025-09-23,x,investor_type,fundamental,15,15
2025-09-23,x,investor_type,mixed,1,1
2025-09-23,x,investor_type,technical,19,19
2025-09-23,x,narrative,ai_infra,5,5
2025-09-23,x,narrative,consumer,2,2
2025-09-23,x,narrative,crypto,4,4
2025-09-23,x,narrative,ev,5,5
2025-09-23,x,narrative,fintech,1,1
2025-09-23,x,narrative,media,1,1
2025-09-23,x,narrative,semis,7,7
2025-09-23,x,narrative,software,1,1
2025-09-24,x,horizon,180D,13,13
2025-09-24,x,horizon,1D,72,72
2025-09-24,x,horizon,20D,41,41
2025-09-24,x,horizon,5D,61,61
2025-09-24,x,horizon,60D,11,11
2025-09-24,x,horizon,90D,13,13
2025-09-24,x,investor_type,flow_momentum,31,31
2025-09-24,x,investor_type,fundamental,17,17
2025-09-24,x,investor_type,mixed,1,1
2025-09-24,x,investor_type,technical,19,19
2025-09-24,x,narrative,ai_infra,5,5
2025-09-24,x,narrative,consumer,2,2
2025-09-24,x,narrative,crypto,5,5
2025-09-24,x,narrative,ev,5,5
2025-09-24,x,narrative,fintech,1,1
2025-09-24,x,narrative,media,1,1
2025-09-24,x,narrative,semis,7,7
2025-09-24,x,narrative,software,1,1
2025-09-25,x,horizon,180D,13,13
2025-09-25,x,horizon,1D,73,73
2025-09-25,x,horizon,20D,42,42
2025-09-25,x,horizon,5D,62,62
2025-09-25,x,horizon,60D,11,11
2025-09-25,x,horizon,90D,13,13
2025-09-25,x,investor_type,flow_momentum,33,33
2025-09-25,x,investor_type,fundamental,18,18
2025-09-25,x,investor_type,mixed,1,1
2025-09-25,x,investor_type,technical,19,19
2025-09-25,x,narrative,ai_infra,5,5
2025-09-25,x,narrative,consumer,2,2
2025-09-25,x,narrative,crypto,5,5
2025-09-25,x,narrative,ev,5,5
2025-09-25,x,narrative,fintech,1,1
2025-09-25,x,narrative,media,1,1
2025-09-25,x,narrative,semis,7,7
2025-09-25,x,narrative,software,1,1
2025-09-26,x,horizon,180D,14,14
2025-09-26,x,horizon,1D,75,75
2025-09-26,x,horizon,20D,44,44
2025-09-26,x,horizon,5D,64,64
2025-09-26,x,horizon,60D,11,11
2025-09-26,x,horizon,90D,14,14
2025-09-26,x,investor_type,flow_momentum,33,33
2025-09-26,x,investor_type,fundamental,19,19
2025-09-26,x,investor_type,mixed,1,1
2025-09-26,x,investor_type,technical,20,20
2025-09-26,x,narrative,ai_infra,5,5
2025-09-26,x,narrative,consumer,2,2
2025-09-26,x,narrative,crypto,5,5
2025-09-26,x,narrative,ev,5,5
2025-09-26,x,narrative,fintech,1,1
2025-09-26,x,narrative,media,1,1
2025-09-26,x,narrative,semis,8,8
2025-09-26,x,narrative,software,1,1
2025-09-27,x,horizon,180D,14,14
2025-09-27,x,horizon,1D,76,76
2025-09-27,x,horizon,20D,44,44
2025-09-27,x,horizon,5D,65,65
2025-09-27,x,horizon,60D,13,13
2025-09-27,x,horizon,90D,14,14
2025-09-27,x,investor_type,flow_momentum,33,33
2025-09-27,x,investor_type,fundamental,19,19
2025-09-27,x,investor_type,mixed,1,1
2025-09-27,x,investor_type,technical,20,20
2025-09-27,x,narrative,ai_infra,5,5
2025-09-27,x,narrative,consumer,2,2
2025-09-27,x,narrative,crypto,6,6
2025-09-27,x,narrative,ev,5,5
2025-09-27,x,narrative,fintech,1,1
2025-09-27,x,narrative,media,1,1
2025-09-27,x,narrative,semis,8,8
2025-09-27,x,narrative,software,1,1
2025-09-28,x,horizon,180D,14,14
2025-09-28,x,horizon,1D,76,76
2025-09-28,x,horizon,20D,44,44
2025-09-28,x,horizon,5D,65,65
2025-09-28,x,horizon,60D,13,13
2025-09-28,x,horizon,90D,14,14
2025-09-28,x,investor_type,flow_momentum,33,33
2025-09-28,x,investor_type,fundamental,19,19
2025-09-28,x,investor_type,mixed,1,1
2025-09-28,x,investor_type,technical,20,20
2025-09-28,x,narrative,ai_infra,5,5
2025-09-28,x,narrative,consumer,2,2
2025-09-28,x,narrative,crypto,6,6
2025-09-28,x,narrative,ev,5,5
2025-09-28,x,narrative,fintech,1,1
2025-09-28,x,narrative,media,1,1
2025-09-28,x,narrative,semis,8,8
2025-09-28,x,narrative,software,1,1
2025-09-29,x,horizon,180D,14,14
2025-09-29,x,horizon,1D,76,76
2025-09-29,x,horizon,20D,44,44
2025-09-29,x,horizon,5D,65,65
2025-09-29,x,horizon,60D,13,13
2025-09-29,x,horizon,90D,14,14
2025-09-29,x,investor_type,flow_momentum,33,33
2025-09-29,x,investor_type,fundamental,19,19
2025-09-29,x,investor_type,mixed,1,1
2025-09-29,x,investor_type,technical,20,20
2025-09-29,x,narrative,ai_infra,5,5
2025-09-29,x,narrative,consumer,2,2
2025-09-29,x,narrative,crypto,6,6
2025-09-29,x,narrative,ev,5,5
2025-09-29,x,narrative,fintech,1,1
2025-09-29,x,narrative,media,1,1
2025-09-29,x,narrative,semis,8,8
2025-09-29,x,narrative,software,1,1
2025-09-30,x,horizon,180D,14,14
2025-09-30,x,horizon,1D,77,77
2025-09-30,x,horizon,20D,44,44
2025-09-30,x,horizon,5D,67,67
2025-09-30,x,horizon,60D,13,13
2025-09-30,x,horizon,90D,14,14
2025-09-30,x,investor_type,flow_momentum,33,33
2025-09-30,x,investor_type,fundamental,20,20
2025-09-30,x,investor_type,mixed,1,1
2025-09-30,x,investor_type,technical,21,21
2025-09-30,x,narrative,ai_infra,5,5
2025-09-30,x,narrative,consumer,3,3
2025-09-30,x,narrative,crypto,5,5
2025-09-30,x,narrative,ev,5,5
2025-09-30,x,narrative,fintech,1,1
2025-09-30,x,narrative,media,1,1
2025-09-30,x,narrative,semis,8,8
2025-09-30,x,narrative,software,1,1
2025-10-01,x,horizon,180D,14,14
2025-10-01,x,horizon,1D,79,79
2025-10-01,x,horizon,20D,47,47
2025-10-01,x,horizon,5D,67,67
2025-10-01,x,horizon,60D,15,15
2025-10-01,x,horizon,90D,14,14
2025-10-01,x,investor_type,flow_momentum,34,34
2025-10-01,x,investor_type,fundamental,21,21
2025-10-01,x,investor_type,mixed,1,1
2025-10-01,x,investor_type,technical,21,21
2025-10-01,x,narrative,ai_infra,5,5
2025-10-01,x,narrative,consumer,3,3
2025-10-01,x,narrative,crypto,6,6
2025-10-01,x,narrative,ev,5,5
2025-10-01,x,narrative,fintech,1,1
2025-10-01,x,narrative,media,1,1
2025-10-01,x,narrative,semis,9,9
2025-10-01,x,narrative,software,1,1
2025-10-02,x,horizon,180D,14,14
2025-10-02,x,horizon,1D,80,80
2025-10-02,x,horizon,20D,46,46
2025-10-02,x,horizon,5D,71,71
2025-10-02,x,horizon,60D,15,15
2025-10-02,x,horizon,90D,14,14
2025-10-02,x,investor_type,flow_momentum,34,34
2025-10-02,x,investor_type,fundamental,22,22
2025-10-02,x,investor_type,mixed,1,1
2025-10-02,x,investor_type,technical,21,21
2025-10-02,x,narrative,ai_infra,5,5
2025-10-02,x,narrative,consumer,4,4
2025-10-02,x,narrative,crypto,6,6
2025-10-02,x,narrative,ev,5,5
2025-10-02,x,narrative,fintech,1,1
2025-10-02,x,narrative,media,1,1
